missing_ratio,active_ratio,n_active_samples,P_mean,P_max,P_std,P_cv,P_maroc,V_mean,V_std,V_range,I_mean,I_std,delta_E,energy_reset_flag,window_start,window_end,window_mid,n_samples,window_valid,z_P_mean,abs_z_P_mean,z_P_max,abs_z_P_max,z_P_std,abs_z_P_std,z_P_cv,abs_z_P_cv,z_P_maroc,abs_z_P_maroc,z_V_mean,abs_z_V_mean,z_V_std,abs_z_V_std,z_V_range,abs_z_V_range,z_I_mean,abs_z_I_mean,z_I_std,abs_z_I_std,z_delta_E,abs_z_delta_E,drift_magnitude,warning_tau,critical_tau,above_warning_tau,above_critical_tau,drift_magnitude_deg,P_cv_deg,V_std_deg,I_std_deg,delta_E_deg,degradation_score,HI_raw,HI_smooth,HI_cal,HI_used,good_th,low_th,condition_state,low_performance_flag,low_HI_duration,maintenance_required,low_HI_flag_x,above_tau,persist_count,persistent_alarm,HI_for_RUL,low_HI_flag_y,low_HI_persist,stable_healthy_duration_windows,stable_healthy_duration_days,degradation_cycle_detected,recovery_candidate,recovery_confirmed,new_baseline_candidate,damage_raw,valid_damage,damage_increment,damage_index_raw,damage_index,damage_trend,rul_reliable,rul_reason,RUL_to_warning_days,RUL_to_critical_days,partial_damage_reset_applied
0.0,0.75,108,1258.34963728058,2895.644913357654,1029.245600746529,0.8179329253456925,50.24444725617132,245.60286376578065,1.1163713248576013,4.209471985745267,3.000196523990121,2.4551745624207197,23.345121666666664,0,2026-03-01 00:00:00,2026-03-01 23:50:00,2026-03-01 12:00:00,144,True,-2.7555311207889694,2.7555311207889694,-0.10404579566489051,0.10404579566489051,3.4722176532254925,3.4722176532254925,3.062567588635518,3.062567588635518,-3.09721389340111,3.09721389340111,-4.573754133730352,4.573754133730352,4.549997075903913,4.549997075903913,3.9122347452863386,3.9122347452863386,-3.9055691071399754,3.9055691071399754,2.9573969276719927,2.9573969276719927,0.9852215799728572,0.9852215799728572,3.0341590564928556,1.6633599921649933,2.118726190498058,True,True,0.9917514905066743,0.9217803831983131,1.0,1.0,0.0,0.7827063747409975,0.21729362525900253,0.21729362525900253,0.008406868205990776,0.008406868205990776,0.6,0.3408228774093659,Low Performance,True,1,False,True,True,1,False,0.008406868205990776,True,False,0,0.0,False,False,False,False,0.9753336153080674,0.0,0.0,0.0,0.0,-0.08546386498491727,True,,0,72.29373170430837,False
0.0,0.7638888888888888,110,1242.187539489901,2895.644913357654,1026.7181372876696,0.826540360308836,50.03513166669358,245.61011517284214,1.107388213550545,4.209471985745267,3.0390535628573865,2.4494231706639593,23.345121666666664,0,2026-03-01 01:00:00,2026-03-02 00:50:00,2026-03-01 13:00:00,144,True,-3.2811183559626342,3.2811183559626342,-0.10404579566489051,0.10404579566489051,3.175734221064285,3.175734221064285,3.423163474976806,3.423163474976806,-3.207602102274019,3.207602102274019,-4.485583074718818,4.485583074718818,4.484958590211516,4.484958590211516,3.9122347452863386,3.9122347452863386,-3.6460815322334894,3.6460815322334894,2.9055201617266233,2.9055201617266233,0.9852215799728572,0.9852215799728572,3.055569421281116,1.6633599921649933,2.118726190498058,True,True,1.0,1.0,0.9875908793065491,0.9854253439920528,0.0,0.7946032446597204,0.20539675534027957,0.21134519029964105,0.0,0.0,0.6,0.3408228774093659,Low Performance,True,2,False,True,True,2,False,0.0,True,False,0,0.0,False,False,False,False,1.0,0.0,0.0,0.0,0.0,-0.0852887806457993,True,,0,72.29373170430837,False
0.0,0.7291666666666666,105,1301.0999723472214,2895.644913357654,1013.7756795538724,0.7791681656451225,52.363501720047914,245.76716362384087,0.8586639422590898,4.0135757737132565,3.1766275420410715,2.422339949266589,23.335551666666664,0,2026-03-01 02:00:00,2026-03-02 01:50:00,2026-03-01 14:00:00,144,True,-1.365301294102613,1.365301294102613,-0.10404579566489051,0.10404579566489051,1.6575226417564681,1.6575226417564681,1.4385747332856116,1.4385747332856116,-1.9796734973172498,1.9796734973172498,-2.5760049579117217,2.5760049579117217,2.6841738279171197,2.6841738279171197,3.576708378552421,3.576708378552421,-2.7273615456036384,2.7273615456036384,2.66123321399323,2.66123321399323,0.9360536873935632,0.9360536873935632,1.9733321430453208,1.6633599921649933,2.118726190498058,True,False,0.5830596745155141,0.5695076489666179,0.644007303822863,0.9167934976237774,0.01586209754278134,0.5458460444943107,0.45415395550568927,0.2922814453683238,0.11438646200174753,0.11438646200174753,0.6,0.3408228774093659,Low Performance,True,3,False,True,False,0,False,0.11438646200174753,True,False,0,0.0,False,False,False,False,0.6643815025821851,0.0,0.0,0.0,0.0,-0.08511369630668131,True,,0,72.29373170430837,False
0.0,0.7222222222222222,104,1313.550407178766,2895.644913357654,1010.5863520656064,0.7693548308258543,52.85376449302174,245.799129420405,0.7975776613053616,3.4984236560515285,3.205729729945312,2.4155552750423586,23.32852333333333,0,2026-03-01 03:00:00,2026-03-02 02:50:00,2026-03-01 15:00:00,144,True,-0.9604163772698958,0.9604163772698958,-0.10404579566489051,0.10404579566489051,1.283399424784649,1.283399424784649,1.0274594379310626,1.0274594379310626,-1.7211202308325189,1.7211202308325189,-2.1873275451962666,2.1873275451962666,2.2419039868777366,2.2419039868777366,2.6943680996802657,2.6943680996802657,-2.533016933047327,2.533016933047327,2.600036381707851,2.600036381707851,0.8999441431569019,0.8999441431569019,1.6593671232863059,1.6633599921649933,2.118726190498058,False,False,0.46210220967706345,0.4803294800467714,0.5596237303416528,0.8996003907852612,0.02751142971587739,0.48583344811332535,0.5141665518866747,0.3477527219979115,0.19278350509441644,0.19278350509441644,0.6,0.3408228774093659,Low Performance,True,4,False,True,False,0,False,0.19278350509441644,True,False,0,0.0,False,False,False,False,0.4343586716954385,0.0,0.0,0.0,0.0,-0.08493861196756333,True,,0,72.29373170430837,False
0.0,0.7152777777777778,103,1326.2607187653289,2895.644913357654,1007.1401297544706,0.759383215339949,53.36777592226326,245.82671443517754,0.7499692035133901,3.441781718485828,3.235397008876821,2.4082523790657615,23.32852333333333,0,2026-03-01 04:00:00,2026-03-02 03:50:00,2026-03-01 16:00:00,144,True,-0.547080335655912,0.547080335655912,-0.10404579566489051,0.10404579566489051,0.8791412286019814,0.8791412286019814,0.6097132057734937,0.6097132057734937,-1.450042471379682,1.450042471379682,-1.8519167835716879,1.8519167835716879,1.8972147255404042,1.8972147255404042,2.59735313793571,2.59735313793571,-2.334898638693795,2.334898638693795,2.534165260190874,2.534165260190874,0.8999441431569019,0.8999441431569019,1.427774156924121,1.6633599921649933,2.118726190498058,False,False,0.3728792188257645,0.3897129438148875,0.4938581978244745,0.8810940533243131,0.02751142971587739,0.4330111687010634,0.5669888312989366,0.39159994385811653,0.25475237890675606,0.25475237890675606,0.6,0.3408228774093659,Low Performance,True,5,False,True,False,0,False,0.25475237890675606,True,False,0,0.0,False,False,False,False,0.25253732717956506,0.0,0.0,0.0,0.0,-0.08476352762844534,True,,0,72.29373170430837,False
0.0,0.6875,99,1379.6217031113365,2895.644913357654,990.7895337565476,0.7181602977134594,55.48528213194164,245.936961565382,0.5187342015447172,2.026504558160809,3.360059514285985,2.373213783887647,23.315391666666663,0,2026-03-01 05:00:00,2026-03-02 04:50:00,2026-03-01 17:00:00,144,True,1.188205058096483,1.188205058096483,-0.10404579566489051,0.10404579566489051,-1.0388611078327443,1.0388611078327443,-1.1172605770953967,1.1172605770953967,-0.33331858881136006,0.33331858881136006,-0.5114036747799139,0.5114036747799139,0.22305375245885928,0.22305375245885928,0.17330012231254965,0.17330012231254965,-1.5024015634305012,1.5024015634305012,2.218121930509322,2.218121930509322,0.8324774371951735,0.8324774371951735,0.8402226916533813,1.6633599921649933,2.118726190498058,False,False,0.1465204488079621,0.015101827495290739,0.17443400837624806,0.7923024193476387,0.04927692371440917,0.2355271255483098,0.7644728744516902,0.45374543229037884,0.3425820239169512,0.3425820239169512,0.6,0.3408228774093659,Moderate Condition,False,0,False,False,False,0,False,0.3425820239169512,False,False,1,0.041666666666666664,False,False,False,False,0.0,0.0,0.0,0.0,0.0,-0.08458844328932737,True,,0,72.29373170430837,False
0.0,0.6875,99,1379.6217031113365,2895.644913357654,990.7895337565476,0.7181602977134594,55.48528213194164,245.936961565382,0.5187342015447172,2.026504558160809,3.360059514285985,2.373213783887647,23.315391666666663,0,2026-03-01 06:00:00,2026-03-02 05:50:00,2026-03-01 18:00:00,144,True,1.188205058096483,1.188205058096483,-0.10404579566489051,0.10404579566489051,-1.0388611078327443,1.0388611078327443,-1.1172605770953967,1.1172605770953967,-0.33331858881136006,0.33331858881136006,-0.5114036747799139,0.5114036747799139,0.22305375245885928,0.22305375245885928,0.17330012231254965,0.17330012231254965,-1.5024015634305012,1.5024015634305012,2.218121930509322,2.218121930509322,0.8324774371951735,0.8324774371951735,0.8402226916533813,1.6633599921649933,2.118726190498058,False,False,0.1465204488079621,0.015101827495290739,0.17443400837624806,0.7923024193476387,0.04927692371440917,0.2355271255483098,0.7644728744516902,0.4981350668848519,0.40531748463851913,0.40531748463851913,0.6,0.3408228774093659,Moderate Condition,False,0,False,False,False,0,False,0.40531748463851913,False,False,2,0.08333333333333333,False,False,False,False,0.0,0.0,0.0,0.0,0.0,-0.08441335895020938,True,,0,72.29373170430837,False
0.0,0.6875,99,1379.6217031113365,2895.644913357654,990.7895337565476,0.7181602977134594,55.48528213194164,245.936961565382,0.5187342015447172,2.026504558160809,3.360059514285985,2.373213783887647,23.315391666666663,0,2026-03-01 07:00:00,2026-03-02 06:50:00,2026-03-01 19:00:00,144,True,1.188205058096483,1.188205058096483,-0.10404579566489051,0.10404579566489051,-1.0388611078327443,1.0388611078327443,-1.1172605770953967,1.1172605770953967,-0.33331858881136006,0.33331858881136006,-0.5114036747799139,0.5114036747799139,0.22305375245885928,0.22305375245885928,0.17330012231254965,0.17330012231254965,-1.5024015634305012,1.5024015634305012,2.218121930509322,2.218121930509322,0.8324774371951735,0.8324774371951735,0.8402226916533813,1.6633599921649933,2.118726190498058,False,False,0.1465204488079621,0.015101827495290739,0.17443400837624806,0.7923024193476387,0.04927692371440917,0.2355271255483098,0.7644728744516902,0.5314272928307067,0.45236908017969507,0.45236908017969507,0.6,0.3408228774093659,Moderate Condition,False,0,False,False,False,0,False,0.45236908017969507,False,False,3,0.125,False,False,False,False,0.0,0.0,0.0,0.0,0.0,-0.0842382746110914,True,,0,72.29373170430837,False
0.0,0.6944444444444444,100,1365.943767664212,2895.644913357654,995.2167006107472,0.7285927308588938,58.39040403477937,245.93144560843652,0.51459948287272,1.9486413277323038,3.351246107106008,2.3570452799217283,23.340406666666667,0,2026-03-01 08:00:00,2026-03-02 07:50:00,2026-03-01 20:00:00,144,True,0.7434021390914994,0.7434021390914994,-0.10404579566489051,0.10404579566489051,-0.5195334716279293,0.5195334716279293,-0.6802090637371985,0.6802090637371985,1.1987756245812828,1.1987756245812828,-0.5784731085079661,0.5784731085079661,0.19311803954171583,0.19311803954171583,0.039937835534012006,0.039937835534012006,-1.5612575576715428,1.5612575576715428,2.072284239146911,2.072284239146911,0.9609972734408573,0.9609972734408573,0.7865485589587096,1.6633599921649933,2.118726190498058,False,False,0.12584207188835092,0.10990602020069531,0.16872237670649728,0.7513296611992476,0.007815025069401349,0.23272303101283848,0.7672769689871615,0.6001752107967265,0.5495298778895239,0.5495298778895239,0.6,0.3408228774093659,Moderate Condition,False,0,False,False,False,0,False,0.5495298778895239,False,False,4,0.16666666666666666,False,False,False,False,0.0,0.0,0.0,0.0,0.0,-0.08406319027197341,True,,0,72.29373170430837,False
0.0,0.6944444444444444,100,1366.2697290405818,2895.644913357654,994.7701538814586,0.7280920685053245,58.29748223571089,245.957165830019,0.45931706055803895,1.5756322108819631,3.412833070205862,2.284516922797092,23.32515,0,2026-03-01 09:00:00,2026-03-02 08:50:00,2026-03-01 21:00:00,144,True,0.754002318647301,0.754002318647301,-0.10404579566489051,0.10404579566489051,-0.5719155175308295,0.5719155175308295,-0.7011835800612919,0.7011835800612919,1.1497708132816962,1.1497708132816962,-0.2657366760186018,0.2657366760186018,-0.20713137403620732,0.20713137403620732,-0.598943296659453,0.598943296659453,-1.149979391179567,1.149979391179567,1.4180883912403104,1.4180883912403104,0.8826129319795496,0.8826129319795496,0.7094009169363361,1.6633599921649933,2.118726190498058,False,False,0.09612034300131406,0.10535627714589368,0.09235615711058225,0.5675348684570238,0.03310266716389998,0.17889406257574275,0.8211059374242573,0.6771388585572238,0.6583018906618129,0.6583018906618129,0.6,0.3408228774093659,Good Condition,False,0,False,False,False,0,False,0.6583018906618129,False,False,5,0.20833333333333334,False,False,False,False,0.0,0.0,0.0,0.0,0.0,-0.08388810593285544,True,,0,72.29373170430837,False
