missing_ratio,active_ratio,n_active_samples,P_mean,P_max,P_std,P_cv,P_maroc,V_mean,V_std,V_range,I_mean,I_std,delta_E,energy_reset_flag,window_start,window_end,window_mid,n_samples,window_valid,z_P_mean,abs_z_P_mean,z_P_max,abs_z_P_max,z_P_std,abs_z_P_std,z_P_cv,abs_z_P_cv,z_P_maroc,abs_z_P_maroc,z_V_mean,abs_z_V_mean,z_V_std,abs_z_V_std,z_V_range,abs_z_V_range,z_I_mean,abs_z_I_mean,z_I_std,abs_z_I_std,z_delta_E,abs_z_delta_E,drift_magnitude,above_warning_tau,above_critical_tau,HI_cal,low_HI_flag,above_tau,persist_count,persistent_alarm,drift_magnitude_deg,P_cv_deg,V_std_deg,I_std_deg,delta_E_deg,degradation_score,HI_raw,HI_smooth,HI_used,condition_state,low_performance_flag,low_HI_duration,maintenance_required
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 00:00:00,2026-02-01 23:50:00,2026-02-01 12:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 01:00:00,2026-02-02 00:50:00,2026-02-01 13:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 02:00:00,2026-02-02 01:50:00,2026-02-01 14:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 03:00:00,2026-02-02 02:50:00,2026-02-01 15:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 04:00:00,2026-02-02 03:50:00,2026-02-01 16:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 05:00:00,2026-02-02 04:50:00,2026-02-01 17:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 06:00:00,2026-02-02 05:50:00,2026-02-01 18:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.4248975629066,3189.0772388049627,1138.5944545103148,0.6512115307018143,86.58280673822416,246.67538582341618,0.2287084076299017,0.828960135533606,4.814189493634509,3.4042252098939483,23.484833333333327,0,2026-02-01 07:00:00,2026-02-02 06:50:00,2026-02-01 19:00:00,144,True,1.2615749049048517,1.2615749049048517,1.0523385859129444,1.0523385859129444,1.239050030613809,1.239050030613809,0.41731501322803183,0.41731501322803183,0.5973603211086398,0.5973603211086398,-1.4394431958109966,1.4394431958109966,-1.2633637824287283,1.2633637824287283,-1.4436944033883072,1.4436944033883072,0.9773046169677012,0.9773046169677012,1.5173627017592495,1.5173627017592495,1.3372404465866172,1.3372404465866172,1.1405498184281706,False,False,0.48392420872217967,True,False,0,False,0.5195168447722865,0.5232017291362571,0.0,1.0,0.0,0.4085437147817087,0.5914562852182913,0.5914562852182913,0.48392420872217967,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1748.488584513804,3189.0772388049627,1138.495557731464,0.6511312496769375,105.77508594069455,246.67371911840317,0.22955204098600485,0.828960135533606,4.844163626251479,3.3655750349600946,23.464499999999997,0,2026-02-01 08:00:00,2026-02-02 07:50:00,2026-02-01 20:00:00,144,True,1.2617540970399295,1.2617540970399295,1.0523385859129444,1.0523385859129444,1.2386632232879895,1.2386632232879895,0.4159995864415635,0.4159995864415635,1.5790682652167831,1.5790682652167831,-1.4424351650025091,1.4424351650025091,-1.2606148426358628,1.2606148426358628,-1.4436944033883072,1.4436944033883072,1.0083243917998324,1.0083243917998324,1.4643469945707563,1.4643469945707563,1.3329763242597281,1.3329763242597281,1.2272923526869277,False,False,0.48065131313949006,True,False,0,False,0.5677797640074398,0.5229682348813198,0.0006167506737307633,0.9862010202238207,0.0011391435881153988,0.4157409826748853,0.5842590173251148,0.5905566267316442,0.48065131313949006,Moderate Condition,False,0,False
0.0,0.5069444444444444,73,1747.790452724501,3189.0772388049627,1139.538542331129,0.6519880800943836,105.56179842305806,246.61838365716937,0.24134294520162367,0.9404396612210917,4.894780915255895,3.2994590948037406,23.414999999999996,0,2026-02-01 09:00:00,2026-02-02 08:50:00,2026-02-01 21:00:00,144,True,1.2597898057035064,1.2597898057035064,1.0523385859129444,1.0523385859129444,1.2427425683238502,1.2427425683238502,0.43003898970403226,0.43003898970403226,1.568158354609819,1.568158354609819,-1.5417700766500433,1.5417700766500433,-1.222194733286587,1.222194733286587,-1.3076533419733163,1.3076533419733163,1.0607074558101963,1.0607074558101963,1.3736570215028463,1.3736570215028463,1.3225956330213156,1.3225956330213156,1.2165133242271322,False,False,0.47880786194024305,True,False,0,False,0.5617823904647593,0.5254602930013583,0.009236666027087889,0.9625961459208717,0.003912304618200024,0.4125975600064555,0.5874024399935445,0.590049896078551,0.47880786194024305,Moderate Condition,False,0,False
