time_slot,current,current_p25,power,current_mean,current_std,rtc_time,voltage,power_kf,current_kf,voltage_kf,energy,synthetic_label,scenario_type,expected_detection,energy_synthetic
07:10,0.15,0.15,0.15,0.15,0.0,2026-04-01 00:00:00,230.0,0.15,0.15,230.0,0.0,Normal,Normal,Normal,0.0
07:20,0.15,0.15,0.15,0.15,0.0,2026-04-01 00:10:00,230.0,0.15,0.15,230.0,0.024999999999999998,Normal,Normal,Normal,0.024999999999999998
07:30,0.91,0.15,0.96,0.626,0.4350057470884724,2026-04-01 00:20:00,230.0,0.96,0.91,230.0,0.18499999999999997,Normal,Normal,Normal,0.18499999999999997
07:40,0.87,0.84,0.9,0.738,0.3304088376542007,2026-04-01 00:30:00,230.0,0.9,0.87,230.0,0.33499999999999996,Normal,Normal,Normal,0.33499999999999996
07:50,0.93,0.89,0.93,0.9440000000000002,0.0786129760281342,2026-04-01 00:40:00,230.0,0.93,0.93,230.0,0.49,Normal,Normal,Normal,0.49
08:00,0.99,0.96,1.09,1.064,0.1586820720812531,2026-04-01 00:50:00,230.0,1.09,0.99,230.0,0.6716666666666666,Normal,Normal,Normal,0.6716666666666666
08:10,1.08,1.06,1.34,1.184,0.2414125100321024,2026-04-01 01:00:00,230.0,1.34,1.08,230.0,0.895,Normal,Normal,Normal,0.895
08:20,1.28,1.22,1.56,1.336,0.3308776208811952,2026-04-01 01:10:00,230.0,1.56,1.28,230.0,1.155,Normal,Normal,Normal,1.155
08:30,1.44,1.36,1.68,1.4280000000000002,0.3444851230459742,2026-04-01 01:20:00,230.0,1.68,1.44,230.0,1.435,Normal,Normal,Normal,1.435
08:40,1.66,1.52,1.9,1.648,0.4698616817745411,2026-04-01 01:30:00,230.0,1.9,1.66,230.0,1.7516666666666667,Normal,Normal,Normal,1.7516666666666667
08:50,1.8,1.79,2.01,1.804,0.3213720585240726,2026-04-01 01:40:00,230.0,2.01,1.8,230.0,2.086666666666667,Normal,Normal,Normal,2.086666666666667
09:00,2.25,2.06,2.37,2.1900000000000004,0.2413503677229433,2026-04-01 01:50:00,230.0,2.37,2.25,230.0,2.481666666666667,Normal,Normal,Normal,2.481666666666667
09:10,2.6,2.42,2.72,2.62,0.3867815921162744,2026-04-01 02:00:00,230.0,2.72,2.6,230.0,2.9350000000000005,Normal,Normal,Normal,2.9350000000000005
09:20,3.09,2.52,3.21,2.946,0.4479174031001699,2026-04-01 02:10:00,230.0,3.21,3.09,230.0,3.4700000000000006,Normal,Normal,Normal,3.4700000000000006
09:30,3.45,3.44,3.63,3.496,0.2323359636388649,2026-04-01 02:20:00,230.0,3.63,3.45,230.0,4.075000000000001,Normal,Normal,Normal,4.075000000000001
09:40,4.07,3.94,4.1,4.087999999999999,0.4169772176030726,2026-04-01 02:30:00,230.0,4.1,4.07,230.0,4.758333333333335,Normal,Normal,Normal,4.758333333333335
09:50,4.81,4.46,4.83,4.696,0.2759166540823514,2026-04-01 02:40:00,230.0,4.83,4.81,230.0,5.563333333333334,Normal,Normal,Normal,5.563333333333334
10:00,5.31,4.95,5.72,5.124,0.9462716311926508,2026-04-01 02:50:00,230.0,5.72,5.31,230.0,6.5166666666666675,Normal,Normal,Normal,6.5166666666666675
10:10,6.14,5.32,6.41,6.036,0.8233650466226992,2026-04-01 03:00:00,230.0,6.41,6.14,230.0,7.585000000000001,Normal,Normal,Normal,7.585000000000001
10:20,6.11,6.02,7.26,6.128,1.5492482047754643,2026-04-01 03:10:00,230.0,7.26,6.11,230.0,8.795000000000002,Normal,Normal,Normal,8.795000000000002
10:30,6.67,5.6,6.92,6.368,1.3698065556858754,2026-04-01 03:20:00,230.0,6.92,6.67,230.0,9.948333333333334,Normal,Normal,Normal,9.948333333333334
10:40,6.82,5.77,7.85,6.45,2.335562030861095,2026-04-01 03:30:00,230.0,7.85,6.82,230.0,11.256666666666668,Normal,Normal,Normal,11.256666666666668
10:50,7.97,7.48,8.82,7.403999999999999,2.903020840435011,2026-04-01 03:40:00,230.0,8.82,7.97,230.0,12.726666666666668,Normal,Normal,Normal,12.726666666666668
11:00,9.23,8.54,10.43,8.379999999999999,3.597519979096711,2026-04-01 03:50:00,230.0,10.43,9.23,230.0,14.465000000000002,Normal,Normal,Normal,14.465000000000002
11:10,9.6,4.88,10.66,8.4,4.007960828151892,2026-04-01 04:00:00,230.0,10.66,9.6,230.0,16.241666666666667,Normal,Normal,Normal,16.241666666666667
11:20,8.68,6.28,10.54,8.138,2.785483799988792,2026-04-01 04:10:00,230.0,10.54,8.68,230.0,17.998333333333335,Normal,Normal,Normal,17.998333333333335
11:30,10.73,9.9,10.74,10.212,0.8681992858785357,2026-04-01 04:20:00,230.0,10.74,10.73,230.0,19.788333333333334,Normal,Normal,Normal,19.788333333333334
11:40,8.97,5.94,10.81,8.646,2.914623474824836,2026-04-01 04:30:00,230.0,10.81,8.97,230.0,21.59,Normal,Normal,Normal,21.59
11:50,5.34,4.57,6.6,6.332,2.666490202494657,2026-04-01 04:40:00,230.0,6.6,5.34,230.0,22.69,Normal,Normal,Normal,22.69
12:00,6.4,5.78,6.54,6.136,0.5143248001020365,2026-04-01 04:50:00,230.0,6.54,6.4,230.0,23.78,Normal,Normal,Normal,23.78
12:10,9.96,7.45,12.62,9.724,4.762817443488676,2026-04-01 05:00:00,230.0,12.62,9.96,230.0,25.883333333333333,Normal,Normal,Normal,25.883333333333333
12:20,12.56,12.34,15.58,11.914,5.993511491604901,2026-04-01 05:10:00,230.0,15.58,12.56,230.0,28.48,Normal,Normal,Normal,28.48
12:30,10.15,8.34,10.89,8.982000000000001,4.172873110939272,2026-04-01 05:20:00,230.0,10.89,10.15,230.0,30.295,Normal,Normal,Normal,30.295
12:40,8.34,4.49,13.82,8.64,5.777598982276288,2026-04-01 05:30:00,230.0,13.82,8.34,230.0,32.598333333333336,Normal,Normal,Normal,32.598333333333336
12:50,1.770632211111652,5.29,2.2916901914932826,9.344,5.902074211664913,2026-04-01 05:40:00,230.0,2.2916901914932826,1.770632211111652,230.0,34.973333333333336,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,32.98028169858222
