timestamp,day,hour,irradiance,temperature,power_kw_normal,voltage_v_normal,current_a_normal,energy_kwh_normal,power_kw,voltage_v,current_a,energy_kwh,fault_type,fault_name,is_anomaly,power_ma,power_std,power_zscore,drift_flag,power_ratio,voltage_ratio,current_ratio,health_index,health_status,iso_prediction_raw,iso_anomaly_pred,RUL_days
2025-01-01 07:00:00,1,7,227.34744261284786,28.36213743625494,1.1214497461073296,378.75474719400154,2.9608863107738506,1.1214497461073296,1.1214497461073296,378.75474719400154,2.9608863107738506,1.1214497461073296,0,Normal,0,1.1214497461073296,0.6036440690729736,0.0,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 08:00:00,1,8,401.90612339326515,29.27951199641911,1.9751313754364104,383.05340112106234,5.156282047505378,1.9751313754364104,1.9751313754364104,383.05340112106234,5.156282047505378,1.9751313754364104,0,Normal,0,1.54829056077187,0.6036440690729736,0.7071067811865476,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 09:00:00,1,9,536.2276973796792,32.375017757640315,2.6020447110921214,381.7409842650899,6.816257143836567,2.6020447110921214,2.6020447110921214,381.7409842650899,6.816257143836567,2.6020447110921214,0,Normal,0,1.8995419442119539,0.7431861705987315,0.9452581259877478,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 10:00:00,1,10,526.0115121221367,31.35235486634253,2.5632293248350586,389.52894117181336,6.580330891779541,2.5632293248350586,2.5632293248350586,389.52894117181336,6.580330891779541,2.5632293248350586,0,Normal,0,2.06546378936773,0.6916193733398889,0.7197102259637065,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 11:00:00,1,11,586.681662330074,32.21969317086258,2.8486950798304753,380.5466349148123,7.48579758291168,2.8486950798304753,2.8486950798304753,380.5466349148123,7.48579758291168,2.8486950798304753,0,Normal,0,2.222110047460279,0.6938611309594183,0.9030409752219472,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 12:00:00,1,12,573.9867191965658,32.332355431805404,2.7857601032171266,379.46570649605445,7.3412697261645485,2.7857601032171266,2.7857601032171266,379.46570649605445,7.3412697261645485,2.7857601032171266,0,Normal,0,2.3160517234197537,0.6618948905509664,0.7096419484465034,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 13:00:00,1,13,820.6242892226136,29.913336603765668,4.022481378949535,385.7759642014063,10.426988076554904,4.022481378949535,4.022481378949535,385.7759642014063,10.426988076554904,4.022481378949535,0,Normal,0,2.5598273884954366,0.8837835685069456,1.6549911568565254,0,1.0,1.0,1.0,1.0,Healthy,-1,1,364.0
2025-01-01 14:00:00,1,14,657.4676406497047,31.710647109693138,3.199097536799669,378.1293365925448,8.460326209089862,3.199097536799669,3.199097536799669,378.1293365925448,8.460326209089862,3.199097536799669,0,Normal,0,2.639736157033466,0.848866757841302,0.6589507417968381,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 15:00:00,1,15,562.6125347494641,29.894730188916128,2.757985942577304,381.9437415179524,7.220921938964854,2.757985942577304,2.757985942577304,381.9437415179524,7.220921938964854,2.757985942577304,0,Normal,0,2.6528750220938924,0.7950198701747575,0.1322116898289681,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 16:00:00,1,16,280.5991449898314,27.829042944136926,1.3871191843238702,382.2448807221084,3.6288757659839117,1.3871191843238702,1.3871191843238702,382.2448807221084,3.6288757659839117,1.3871191843238702,0,Normal,0,2.52629943831689,0.8497304676285107,-1.3406371754237867,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
2025-01-01 17:00:00,1,17,229.04175250794495,27.707957441285764,1.1328040561783443,375.14115971130053,3.019674132932048,1.1328040561783443,1.1328040561783443,375.14115971130053,3.019674132932048,1.1328040561783443,0,Normal,0,2.3996180399406586,0.9090476469881448,-1.3935616993889377,0,1.0,1.0,1.0,1.0,Healthy,1,0,364.0
