missing_ratio,active_ratio,n_active_samples,P_mean,P_max,P_std,P_cv,P_maroc,V_mean,V_std,V_range,I_mean,I_std,delta_E,energy_reset_flag,window_start,window_end,window_mid,n_samples,window_valid,z_P_mean,abs_z_P_mean,z_P_max,abs_z_P_max,z_P_std,abs_z_P_std,z_P_cv,abs_z_P_cv,z_P_maroc,abs_z_P_maroc,z_V_mean,abs_z_V_mean,z_V_std,abs_z_V_std,z_V_range,abs_z_V_range,z_I_mean,abs_z_I_mean,z_I_std,abs_z_I_std,z_delta_E,abs_z_delta_E,drift_magnitude,above_tau,persist_count,persistent_alarm,drift_magnitude_deg,P_cv_deg,V_std_deg,I_std_deg,delta_E_deg,degradation_score,HI_raw,HI_smooth,HI_cal,condition_state
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 00:00:00,2026-04-01 23:50:00,2026-04-01 12:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 01:00:00,2026-04-02 00:50:00,2026-04-01 13:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 02:00:00,2026-04-02 01:50:00,2026-04-01 14:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 03:00:00,2026-04-02 02:50:00,2026-04-01 15:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 04:00:00,2026-04-02 03:50:00,2026-04-01 16:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 05:00:00,2026-04-02 04:50:00,2026-04-01 17:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 06:00:00,2026-04-02 05:50:00,2026-04-01 18:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5069444444444444,73,1240.5827027936425,2791.7108018164586,774.5297642208158,0.6243273921620387,72.9012253908909,248.45073025193363,0.38859388817504337,1.9374890107422402,3.722455693472549,2.1584424885095483,0.0,0,2026-04-01 07:00:00,2026-04-02 06:50:00,2026-04-01 19:00:00,144,True,-1.1714638277812968,1.1714638277812968,-0.7748058733286696,0.7748058733286696,-1.4505733113137447,1.4505733113137447,-0.4611320694547684,0.4611320694547684,-1.1200606426697837,1.1200606426697837,0.6959415519877178,0.6959415519877178,-0.622038073846793,0.622038073846793,0.20784480956366963,0.20784480956366963,-1.1230750537076275,1.1230750537076275,-1.2318624364536357,1.2318624364536357,-1.6936514556063256,1.6936514556063256,0.959313555064912,False,0,False,0.4024715875970886,0.22848889365125155,0.1614297796721469,0.14648684312699772,1.0,0.38777542080949695,0.612224579190503,0.612224579190503,0.4850518954913772,Good Condition
0.0,0.5138888888888888,74,1224.1930134067727,2791.7108018164586,782.0192188924487,0.6388038566544219,79.74810172822754,248.41375457636093,0.4063603963347569,1.9374890107422402,3.6977802760386607,2.146880277145255,0.0009999999999998899,0,2026-04-01 08:00:00,2026-04-02 07:50:00,2026-04-01 20:00:00,144,True,-1.2525821715101195,1.2525821715101195,-0.7748058733286696,0.7748058733286696,-1.3852590986964273,1.3852590986964273,-0.001782234799148592,0.001782234799148592,-0.21425979042807333,0.21425979042807333,0.6573106908439486,0.6573106908439486,-0.5135449689335199,0.5135449689335199,0.20784480956366963,0.20784480956366963,-1.167805529412714,1.167805529412714,-1.2619469674452701,1.2619469674452701,-0.3871203327101334,0.3871203327101334,0.7112965879701539,False,0,False,0.24162247729824937,0.37319300162204944,0.18242325299633344,0.1385413670657451,0.500000000000111,0.2871560197964977,0.7128439802035023,0.6323484593931028,0.5372963673684001,Good Condition
0.0,0.5138888888888888,74,1226.9920127469175,2791.7108018164586,777.8979505950361,0.6339877862933567,79.9910199066426,248.36655758998413,0.404418011349123,1.9374890107422402,3.730542643827424,2.096023980556158,0.0009999999999998899,0,2026-04-01 09:00:00,2026-04-02 08:50:00,2026-04-01 21:00:00,144,True,-1.238728938223557,1.238728938223557,-0.7748058733286696,0.7748058733286696,-1.4211999522875105,1.4211999522875105,-0.15460001190274228,0.15460001190274228,-0.18212316604747833,0.18212316604747833,0.608000970361855,0.608000970361855,-0.5254063530689912,0.5254063530689912,0.20784480956366963,0.20784480956366963,-1.1084153974993316,1.1084153974993316,-1.3942735425829123,1.3942735425829123,-0.3871203327101334,0.3871203327101334,0.7275017588706227,False,0,False,0.2521321910170901,0.32505243761284625,0.1801280688771675,0.10359325252422064,0.500000000000111,0.2721811900062871,0.7278188099937128,0.6554673055537448,0.5973161993247065,Good Condition
